id,policy_type,accident_type,claim_severity_level,vehicle_category,area_type,vehicle_damage_score,accident_impact_score,repair_risk_index,injury_severity_prob,overall_claim_risk,agent_name,policy_number,claim_date,random_noise,claim_description,claim_amount
10880,A,Theft,Medium,SUV,Urban,0.933,0.376,0.644,0.375,0.594,Kunal,PN37609,2024-05-29,0.818,Moderate theft causing body and light damage,39658
10881,A,Collision,Medium,SUV,Urban,0.429,0.387,0.488,0.353,0.422,Neha,PN66655,2024-05-30,0.986,Moderate collision causing body and light damage,33935
10882,B,Collision,Medium,Sedan,Urban,0.607,0.453,0.426,0.684,0.565,Kunal,PN81384,2024-05-31,0.256,Moderate collision causing body and light damage,46514
10883,A,Collision,Medium,Truck,Urban,0.73,0.391,0.621,0.278,0.506,Kunal,PN73177,2024-06-01,0.056,Moderate collision causing body and light damage,41852
10884,A,Fire,Low,Truck,Urban,0.274,0.602,0.391,0.143,0.269,Amit,PN68396,2024-06-02,0.816,Minor fire with small damage,36661
10885,C,Collision,Medium,SUV,Urban,0.696,0.64,0.599,0.219,0.467,Neha,PN26877,2024-06-03,0.62,Moderate collision causing body and light damage,51882
10886,A,Collision,Medium,Sedan,Rural,0.389,0.322,0.415,0.399,0.403,Priya,PN28405,2024-06-04,0.96,Moderate collision causing body and light damage,29804
10887,B,Collision,Medium,Sedan,Urban,0.765,0.868,0.853,0.31,0.618,Amit,PN58629,2024-06-05,0.252,Moderate collision causing body and light damage,59968
10888,A,Theft,Low,Truck,Urban,0.407,0.305,0.419,0.197,0.328,Ramesh,PN56233,2024-06-06,0.071,Minor theft with small damage,22981
10889,A,Theft,Medium,Truck,Rural,0.739,0.146,0.482,0.149,0.4,Amit,PN31471,2024-06-07,0.492,Moderate theft causing body and light damage,27175
10890,A,Collision,Medium,Sedan,Urban,0.821,0.645,0.836,0.36,0.643,Anjali,PN13302,2024-06-08,0.085,Moderate collision causing body and light damage,51023
10891,B,Theft,Medium,Sedan,Urban,0.772,0.346,0.587,0.233,0.482,Priya,PN89973,2024-06-09,0.262,Moderate theft causing body and light damage,37336
10892,C,Fire,Medium,Truck,Urban,0.65,0.63,0.632,0.253,0.484,Neha,PN90048,2024-06-10,0.126,Moderate fire causing body and light damage,69620
10893,C,Collision,Medium,Sedan,Urban,0.554,0.0,0.294,0.473,0.417,Suresh,PN33511,2024-06-11,0.224,Moderate collision causing body and light damage,37257
10894,A,Collision,Medium,SUV,Rural,0.485,0.898,0.754,0.212,0.483,Kunal,PN15022,2024-06-12,0.106,Moderate collision causing body and light damage,41664
10895,B,Collision,Medium,Truck,Rural,0.894,0.718,0.767,0.479,0.677,Rahul,PN53239,2024-06-13,0.954,Moderate collision causing body and light damage,53729
10896,A,Theft,Medium,Sedan,Urban,0.46,0.175,0.285,0.569,0.434,Suresh,PN81691,2024-06-14,0.279,Moderate theft causing body and light damage,25988
10897,A,Collision,Medium,SUV,Urban,0.393,0.18,0.271,0.43,0.359,Suresh,PN69269,2024-06-15,0.444,Moderate collision causing body and light damage,26306
10898,C,Theft,Medium,Sedan,Urban,0.733,0.968,0.745,0.119,0.492,Kunal,PN68398,2024-06-16,0.899,Moderate theft causing body and light damage,53352
10899,A,Theft,Medium,Sedan,Urban,0.441,0.366,0.41,0.337,0.387,Neha,PN71895,2024-06-17,0.677,Moderate theft causing body and light damage,25963
10900,A,Collision,Low,Truck,Urban,0.41,0.341,0.281,0.374,0.344,Suresh,PN79890,2024-06-18,0.618,Minor collision with small damage,28531
10901,A,Fire,Low,Sedan,Urban,0.311,0.0,0.158,0.404,0.287,Priya,PN45284,2024-06-19,0.706,Minor fire with small damage,25100
10902,A,Collision,Medium,Truck,Urban,0.503,0.462,0.526,0.131,0.364,Kunal,PN58640,2024-06-20,0.829,Moderate collision causing body and light damage,33342
10903,A,Collision,Medium,SUV,Urban,0.583,0.493,0.514,0.556,0.545,Neha,PN85692,2024-06-21,0.878,Moderate collision causing body and light damage,40661
10904,B,Theft,High,Sedan,Urban,0.649,0.729,0.773,0.683,0.712,Anjali,PN32453,2024-06-22,0.643,Severe theft with major damage and possible injuries,48037
10905,B,Theft,Medium,Sedan,Urban,0.79,0.2,0.422,0.133,0.38,Suresh,PN99294,2024-06-23,0.89,Moderate theft causing body and light damage,32077
10906,C,Collision,Medium,Sedan,Urban,0.705,0.17,0.497,0.185,0.414,Kunal,PN84374,2024-06-24,0.535,Moderate collision causing body and light damage,40813
10907,C,Fire,Medium,Sedan,Rural,0.562,0.663,0.646,0.283,0.484,Rahul,PN47976,2024-06-25,0.277,Moderate fire causing body and light damage,60450
10908,A,Fire,Medium,Sedan,Urban,0.56,0.802,0.595,0.148,0.409,Ramesh,PN23725,2024-06-26,0.88,Moderate fire causing body and light damage,51886
10909,A,Collision,Medium,Sedan,Urban,0.702,0.157,0.565,0.075,0.396,Neha,PN84873,2024-06-27,0.541,Moderate collision causing body and light damage,32885
10910,A,Fire,High,SUV,Rural,0.855,0.82,0.834,0.59,0.74,Neha,PN86237,2024-06-28,0.906,Severe fire with major damage and possible injuries,63327
10911,B,Collision,Medium,SUV,Urban,0.625,0.559,0.548,0.13,0.396,Amit,PN53043,2024-06-29,0.04,Moderate collision causing body and light damage,40279
10912,A,Collision,Medium,SUV,Urban,0.506,0.823,0.594,0.729,0.631,Anjali,PN87080,2024-06-30,0.398,Moderate collision causing body and light damage,47765
10913,B,Collision,Low,SUV,Urban,0.401,0.532,0.456,0.12,0.311,Kunal,PN74990,2024-07-01,0.948,Minor collision with small damage,36238
10914,B,Fire,Low,Sedan,Urban,0.311,0.0,0.149,0.545,0.34,Suresh,PN97050,2024-07-02,0.25,Minor fire with small damage,30938
10915,B,Theft,Medium,Sedan,Urban,0.733,0.512,0.628,0.048,0.417,Ramesh,PN91863,2024-07-03,0.942,Moderate theft causing body and light damage,38742
10916,B,Collision,Medium,SUV,Urban,0.716,0.815,0.75,0.311,0.568,Kunal,PN56809,2024-07-04,0.954,Moderate collision causing body and light damage,54676
10917,A,Collision,Medium,SUV,Urban,0.715,0.327,0.553,0.495,0.562,Rahul,PN26705,2024-07-05,0.882,Moderate collision causing body and light damage,40991
10918,C,Theft,Medium,Sedan,Rural,0.574,0.453,0.494,0.241,0.409,Priya,PN73131,2024-07-06,0.564,Moderate theft causing body and light damage,35392
10919,C,Collision,Medium,Truck,Urban,0.881,0.506,0.597,0.151,0.476,Neha,PN86015,2024-07-07,0.647,Moderate collision causing body and light damage,55415
10920,A,Fire,Low,SUV,Urban,0.503,0.0,0.244,0.129,0.25,Priya,PN72456,2024-07-08,0.87,Minor fire with small damage,25852
10921,C,Theft,Medium,SUV,Rural,0.791,0.968,0.761,0.224,0.552,Priya,PN86859,2024-07-09,0.776,Moderate theft causing body and light damage,49687
10922,B,Collision,Medium,Sedan,Urban,0.592,0.325,0.476,0.719,0.597,Priya,PN88473,2024-07-10,0.63,Moderate collision causing body and light damage,45670
10923,C,Fire,Medium,SUV,Rural,0.478,0.676,0.528,0.777,0.618,Anjali,PN33089,2024-07-11,0.982,Moderate fire causing body and light damage,60746
10924,C,Collision,Medium,SUV,Urban,0.719,0.528,0.632,0.196,0.475,Amit,PN77238,2024-07-12,0.686,Moderate collision causing body and light damage,52775
10925,B,Fire,Medium,SUV,Rural,0.682,0.864,0.839,0.252,0.573,Kunal,PN85940,2024-07-13,0.975,Moderate fire causing body and light damage,64390
10926,A,Theft,Medium,SUV,Urban,0.671,0.652,0.614,0.273,0.489,Priya,PN83916,2024-07-14,0.057,Moderate theft causing body and light damage,36367
10927,A,Theft,Medium,Truck,Rural,0.616,0.491,0.607,0.432,0.539,Suresh,PN97526,2024-07-15,0.139,Moderate theft causing body and light damage,31332
10928,B,Collision,Medium,SUV,Rural,0.592,0.327,0.438,0.571,0.522,Suresh,PN71396,2024-07-16,0.451,Moderate collision causing body and light damage,37372
10929,B,Fire,High,Sedan,Urban,1.0,0.749,0.962,0.83,0.917,Ramesh,PN13877,2024-07-17,0.385,Severe fire with major damage and possible injuries,86795
10930,A,Collision,Medium,SUV,Urban,0.837,0.082,0.441,0.279,0.455,Ramesh,PN94256,2024-07-18,0.783,Moderate collision causing body and light damage,34491
10931,A,Collision,Medium,SUV,Urban,0.745,0.711,0.686,0.52,0.631,Rahul,PN83212,2024-07-19,0.161,Moderate collision causing body and light damage,48350
10932,C,Collision,Medium,SUV,Urban,0.622,0.275,0.483,0.38,0.47,Priya,PN41818,2024-07-20,0.976,Moderate collision causing body and light damage,46682
10933,C,Collision,Medium,Sedan,Urban,0.801,0.863,0.81,0.408,0.648,Priya,PN58555,2024-07-21,0.315,Moderate collision causing body and light damage,69910
10934,B,Collision,Medium,Sedan,Urban,0.704,0.59,0.605,0.204,0.464,Amit,PN52368,2024-07-22,0.429,Moderate collision causing body and light damage,46104
10935,A,Theft,Medium,Truck,Urban,0.605,0.711,0.634,0.327,0.506,Kunal,PN58180,2024-07-23,0.275,Moderate theft causing body and light damage,35424
10936,A,Fire,Medium,SUV,Urban,0.539,0.57,0.553,0.545,0.547,Priya,PN99666,2024-07-24,0.579,Moderate fire causing body and light damage,51178
10937,A,Collision,Medium,Truck,Urban,0.584,0.112,0.415,0.485,0.477,Priya,PN59421,2024-07-25,0.059,Moderate collision causing body and light damage,32194
10938,C,Theft,Low,SUV,Urban,0.0,0.335,0.071,0.498,0.228,Anjali,PN36620,2024-07-26,0.15,Minor theft with small damage,21559
10939,A,Collision,Medium,SUV,Urban,0.642,0.718,0.681,0.499,0.601,Kunal,PN70539,2024-07-27,0.746,Moderate collision causing body and light damage,45986
10940,B,Fire,Medium,SUV,Urban,0.502,0.592,0.578,0.323,0.461,Priya,PN27077,2024-07-28,0.187,Moderate fire causing body and light damage,53350
10941,A,Theft,High,Truck,Urban,0.919,0.845,0.892,0.6,0.78,Neha,PN22663,2024-07-29,0.236,Severe theft with major damage and possible injuries,50608
10942,B,Collision,Medium,SUV,Urban,0.604,0.651,0.693,0.212,0.483,Neha,PN93335,2024-07-30,0.793,Moderate collision causing body and light damage,48409
10943,B,Theft,Medium,SUV,Urban,0.362,0.308,0.332,0.367,0.352,Anjali,PN57285,2024-07-31,0.093,Moderate theft causing body and light damage,26193
10944,C,Collision,Medium,Sedan,Urban,0.59,0.351,0.461,0.314,0.428,Anjali,PN61235,2024-08-01,0.437,Moderate collision causing body and light damage,42930
10945,A,Collision,Medium,SUV,Urban,0.391,0.576,0.513,0.353,0.424,Amit,PN27619,2024-08-02,0.023,Moderate collision causing body and light damage,40004
10946,A,Theft,Medium,SUV,Rural,0.695,0.0,0.352,0.368,0.427,Anjali,PN79503,2024-08-03,0.347,Moderate theft causing body and light damage,24171
10947,A,Collision,Medium,Sedan,Urban,0.658,0.968,0.794,0.177,0.52,Amit,PN67477,2024-08-04,0.699,Moderate collision causing body and light damage,49174
10948,C,Collision,Medium,Sedan,Urban,0.792,0.66,0.752,0.343,0.596,Anjali,PN37488,2024-08-05,0.09,Moderate collision causing body and light damage,62991
10949,C,Collision,Medium,Sedan,Urban,0.442,0.857,0.617,0.43,0.507,Anjali,PN88747,2024-08-06,0.888,Moderate collision causing body and light damage,55749
10950,B,Theft,Low,Sedan,Rural,0.607,0.155,0.35,0.165,0.327,Suresh,PN31169,2024-08-07,0.909,Minor theft with small damage,25447
10951,B,Collision,Medium,Sedan,Rural,0.327,0.861,0.568,0.34,0.428,Amit,PN40373,2024-08-08,0.105,Moderate collision causing body and light damage,40312
10952,B,Collision,High,Sedan,Urban,0.74,1.0,0.938,0.637,0.778,Rahul,PN42669,2024-08-09,0.991,Severe collision with major damage and possible injuries,65970
10953,A,Theft,Medium,Truck,Urban,0.704,0.22,0.301,0.433,0.434,Suresh,PN65277,2024-08-10,0.298,Moderate theft causing body and light damage,28113
10954,C,Theft,Medium,SUV,Rural,0.699,0.743,0.741,0.215,0.522,Anjali,PN82170,2024-08-11,0.084,Moderate theft causing body and light damage,43876
10955,B,Collision,Medium,Sedan,Urban,0.6,0.55,0.577,0.194,0.429,Kunal,PN65120,2024-08-12,0.005,Moderate collision causing body and light damage,45303
10956,A,Collision,Medium,Sedan,Urban,0.683,0.164,0.339,0.418,0.44,Priya,PN76376,2024-08-13,0.409,Moderate collision causing body and light damage,31524
10957,B,Collision,High,SUV,Urban,0.921,0.673,0.813,0.88,0.861,Anjali,PN64235,2024-08-14,0.63,Severe collision with major damage and possible injuries,62921
10958,A,Collision,Medium,Sedan,Urban,0.543,0.758,0.674,0.242,0.475,Amit,PN44229,2024-08-15,0.332,Moderate collision causing body and light damage,42777
10959,A,Collision,Medium,Truck,Rural,0.628,0.4,0.543,0.266,0.449,Rahul,PN96854,2024-08-16,0.837,Moderate collision causing body and light damage,32494
10960,B,Theft,Medium,SUV,Rural,0.383,0.841,0.48,0.347,0.407,Amit,PN25405,2024-08-17,0.717,Moderate theft causing body and light damage,33258
10961,A,Theft,Medium,SUV,Rural,0.426,0.133,0.348,0.336,0.359,Anjali,PN25847,2024-08-18,0.35,Moderate theft causing body and light damage,21656
10962,B,Theft,Medium,Sedan,Urban,0.62,0.176,0.361,0.31,0.392,Amit,PN33547,2024-08-19,0.734,Moderate theft causing body and light damage,30416
10963,A,Collision,Medium,SUV,Rural,0.821,0.584,0.737,0.183,0.532,Suresh,PN16575,2024-08-20,0.94,Moderate collision causing body and light damage,42413
10964,A,Theft,Medium,Sedan,Urban,0.549,0.556,0.59,0.28,0.458,Kunal,PN14843,2024-08-21,0.093,Moderate theft causing body and light damage,32867
10965,A,Collision,Medium,Truck,Urban,0.553,0.371,0.418,0.679,0.549,Kunal,PN17739,2024-08-22,0.306,Moderate collision causing body and light damage,37879
10966,A,Fire,Medium,SUV,Rural,0.519,0.752,0.669,0.386,0.526,Suresh,PN24852,2024-08-23,0.463,Moderate fire causing body and light damage,50322
10967,B,Theft,Medium,Sedan,Urban,0.493,0.683,0.569,0.102,0.367,Anjali,PN61661,2024-08-24,0.498,Moderate theft causing body and light damage,33329
10968,A,Collision,Medium,Sedan,Urban,0.659,0.765,0.608,0.461,0.559,Ramesh,PN19157,2024-08-25,0.542,Moderate collision causing body and light damage,47014
10969,B,Theft,Medium,Sedan,Urban,0.301,0.519,0.468,0.826,0.578,Suresh,PN97942,2024-08-26,0.301,Moderate theft causing body and light damage,34376
10970,B,Collision,High,SUV,Rural,0.856,0.701,0.74,0.686,0.741,Suresh,PN82968,2024-08-27,0.667,Severe collision with major damage and possible injuries,56546
10971,B,Theft,Medium,Sedan,Urban,0.467,0.439,0.41,0.308,0.38,Neha,PN28837,2024-08-28,0.645,Moderate theft causing body and light damage,30640
10972,C,Collision,Medium,SUV,Urban,0.744,1.0,0.852,0.146,0.548,Anjali,PN90684,2024-08-29,0.578,Moderate collision causing body and light damage,66425
10973,B,Collision,Medium,Sedan,Urban,0.346,0.347,0.36,0.612,0.458,Amit,PN86730,2024-08-30,0.114,Moderate collision causing body and light damage,34750
10974,A,Fire,High,SUV,Rural,0.734,1.0,0.864,0.568,0.72,Suresh,PN24819,2024-08-31,0.477,Severe fire with major damage and possible injuries,63695
10975,A,Collision,Medium,Truck,Rural,0.734,0.559,0.674,0.019,0.424,Amit,PN82161,2024-09-01,0.356,Moderate collision causing body and light damage,39756
10976,A,Theft,Medium,SUV,Urban,0.677,0.206,0.375,0.56,0.509,Amit,PN17404,2024-09-02,0.491,Moderate theft causing body and light damage,31237
10977,B,Collision,Medium,SUV,Urban,0.401,0.892,0.609,0.187,0.399,Neha,PN24674,2024-09-03,0.922,Moderate collision causing body and light damage,43331
10978,A,Theft,Medium,Sedan,Urban,0.65,0.581,0.61,0.164,0.439,Anjali,PN86043,2024-09-04,0.481,Moderate theft causing body and light damage,36008
10979,B,Theft,Medium,Sedan,Rural,0.363,0.763,0.658,0.28,0.448,Amit,PN95923,2024-09-05,0.014,Moderate theft causing body and light damage,35749
10980,B,Collision,Medium,SUV,Urban,0.549,0.856,0.697,0.428,0.56,Rahul,PN28697,2024-09-06,0.439,Moderate collision causing body and light damage,51954
10981,A,Collision,Medium,Sedan,Rural,0.806,0.634,0.774,0.216,0.557,Suresh,PN95083,2024-09-07,0.821,Moderate collision causing body and light damage,43210
10982,C,Collision,Medium,Sedan,Urban,0.759,0.402,0.583,0.666,0.651,Amit,PN70663,2024-09-08,0.78,Moderate collision causing body and light damage,57148
10983,A,Collision,Medium,Sedan,Rural,0.603,0.794,0.674,0.481,0.583,Ramesh,PN33570,2024-09-09,0.513,Moderate collision causing body and light damage,45132
10984,A,Collision,Low,Sedan,Rural,0.405,0.55,0.465,0.185,0.341,Ramesh,PN38037,2024-09-10,0.25,Minor collision with small damage,29030
10985,B,Theft,Medium,Sedan,Urban,0.729,0.721,0.717,0.61,0.676,Neha,PN47982,2024-09-11,0.465,Moderate theft causing body and light damage,48013
10986,B,Fire,Medium,Truck,Rural,0.604,0.012,0.338,0.503,0.457,Rahul,PN78524,2024-09-12,0.564,Moderate fire causing body and light damage,37297
10987,B,Fire,Medium,Sedan,Urban,0.136,0.662,0.468,0.352,0.355,Kunal,PN15156,2024-09-13,1.0,Moderate fire causing body and light damage,42841
10988,B,Theft,Medium,SUV,Urban,0.757,0.39,0.591,0.336,0.522,Kunal,PN48280,2024-09-14,0.644,Moderate theft causing body and light damage,41301
10989,A,Theft,High,Sedan,Urban,0.595,0.963,0.839,0.619,0.702,Suresh,PN85324,2024-09-15,0.694,Severe theft with major damage and possible injuries,44657
10990,C,Theft,Medium,SUV,Rural,0.84,0.706,0.725,0.267,0.565,Anjali,PN70706,2024-09-16,0.491,Moderate theft causing body and light damage,48012
10991,C,Collision,Medium,Sedan,Urban,0.381,0.61,0.475,0.76,0.57,Neha,PN89721,2024-09-17,0.354,Moderate collision causing body and light damage,49375
10992,B,Fire,Low,Truck,Urban,0.0,0.672,0.3,0.32,0.248,Ramesh,PN94270,2024-09-18,0.813,Minor fire with small damage,36152
10993,A,Theft,Medium,Truck,Urban,0.656,0.3,0.494,0.353,0.47,Rahul,PN19971,2024-09-19,0.495,Moderate theft causing body and light damage,31373
10994,B,Collision,Medium,Sedan,Urban,0.658,0.956,0.789,0.39,0.603,Suresh,PN63140,2024-09-20,0.995,Moderate collision causing body and light damage,56388
10995,A,Collision,Medium,Truck,Urban,0.262,1.0,0.667,0.263,0.424,Amit,PN53408,2024-09-21,0.457,Moderate collision causing body and light damage,42485
10996,A,Collision,Low,Truck,Urban,0.404,0.648,0.48,0.192,0.35,Suresh,PN62022,2024-09-22,0.068,Minor collision with small damage,34550
10997,C,Collision,Medium,Truck,Rural,1.0,0.948,0.976,0.073,0.62,Priya,PN16487,2024-09-23,0.683,Moderate collision causing body and light damage,67613
10998,A,Fire,Medium,Truck,Urban,0.539,0.408,0.508,0.524,0.52,Suresh,PN30997,2024-09-24,0.047,Moderate fire causing body and light damage,49185
10999,C,Collision,Medium,Sedan,Urban,0.746,0.351,0.445,0.587,0.562,Amit,PN56456,2024-09-25,0.251,Moderate collision causing body and light damage,50780
11000,B,Collision,Medium,SUV,Urban,0.47,0.56,0.621,0.724,0.632,Priya,PN87988,2024-09-26,0.354,Moderate collision causing body and light damage,48357
11001,A,Fire,Medium,Sedan,Urban,0.182,0.659,0.406,0.691,0.475,Kunal,PN90908,2024-09-27,0.739,Moderate fire causing body and light damage,44604
11002,B,Collision,Medium,Sedan,Rural,0.566,0.452,0.407,0.19,0.352,Rahul,PN69416,2024-09-28,0.494,Moderate collision causing body and light damage,34364
11003,C,Collision,Medium,Truck,Rural,0.547,0.684,0.624,0.275,0.469,Neha,PN54767,2024-09-29,0.029,Moderate collision causing body and light damage,47962
11004,B,Collision,Medium,Sedan,Urban,0.52,0.627,0.575,0.374,0.484,Rahul,PN88970,2024-09-30,0.617,Moderate collision causing body and light damage,45111
11005,C,Theft,Medium,SUV,Rural,0.577,0.3,0.435,0.3,0.409,Suresh,PN87952,2024-10-01,0.411,Moderate theft causing body and light damage,32382
11006,B,Fire,Medium,Truck,Rural,0.653,0.68,0.716,0.523,0.626,Kunal,PN94784,2024-10-02,0.922,Moderate fire causing body and light damage,60146
11007,B,Collision,Medium,Truck,Rural,0.57,0.766,0.705,0.647,0.655,Neha,PN38194,2024-10-03,0.5,Moderate collision causing body and light damage,50592
11008,C,Fire,Low,Truck,Urban,0.347,0.593,0.485,0.196,0.342,Suresh,PN43785,2024-10-04,0.709,Minor fire with small damage,53895
11009,A,Collision,Medium,Sedan,Rural,0.697,0.838,0.79,0.053,0.477,Ramesh,PN68676,2024-10-05,0.219,Moderate collision causing body and light damage,43214
11010,B,Fire,Medium,Sedan,Urban,0.21,0.246,0.223,0.643,0.388,Ramesh,PN18373,2024-10-06,0.761,Moderate fire causing body and light damage,37141
11011,A,Theft,Medium,Sedan,Urban,0.19,0.667,0.517,0.564,0.47,Amit,PN40283,2024-10-07,0.721,Moderate theft causing body and light damage,30769
11012,C,Theft,Medium,Sedan,Urban,0.748,0.257,0.429,0.178,0.392,Kunal,PN65911,2024-10-08,0.904,Moderate theft causing body and light damage,37359
11013,C,Collision,Medium,Sedan,Urban,0.701,0.271,0.493,0.242,0.434,Anjali,PN36414,2024-10-09,0.034,Moderate collision causing body and light damage,43938
11014,A,Fire,Low,Sedan,Urban,0.589,0.392,0.494,0.084,0.349,Kunal,PN24378,2024-10-10,0.448,Minor fire with small damage,43291
11015,B,Theft,Medium,SUV,Urban,0.321,0.314,0.358,0.549,0.427,Anjali,PN93872,2024-10-11,0.679,Moderate theft causing body and light damage,25443
11016,C,Collision,Medium,SUV,Urban,0.458,0.413,0.394,0.431,0.422,Rahul,PN14700,2024-10-12,0.095,Moderate collision causing body and light damage,42749
11017,A,Theft,Medium,Sedan,Rural,0.547,0.496,0.435,0.647,0.542,Ramesh,PN74143,2024-10-13,0.411,Moderate theft causing body and light damage,31722
11018,B,Collision,Medium,SUV,Rural,0.281,0.759,0.528,0.642,0.524,Priya,PN73229,2024-10-14,0.942,Moderate collision causing body and light damage,38936
11019,C,Fire,Medium,Sedan,Urban,0.452,0.47,0.475,0.366,0.427,Priya,PN23901,2024-10-15,0.436,Moderate fire causing body and light damage,56448
11020,A,Collision,Medium,Sedan,Rural,0.73,0.154,0.517,0.149,0.412,Kunal,PN32597,2024-10-16,0.985,Moderate collision causing body and light damage,29591
11021,B,Theft,Medium,SUV,Rural,0.885,0.835,0.797,0.088,0.531,Kunal,PN43428,2024-10-17,0.057,Moderate theft causing body and light damage,42724
11022,A,Collision,Medium,SUV,Rural,0.516,0.341,0.486,0.146,0.356,Suresh,PN45687,2024-10-18,0.718,Moderate collision causing body and light damage,30102
11023,C,Collision,Medium,SUV,Urban,0.751,0.535,0.762,0.261,0.559,Kunal,PN39493,2024-10-19,0.581,Moderate collision causing body and light damage,58100
11024,C,Collision,Low,Sedan,Urban,0.217,0.662,0.421,0.316,0.338,Neha,PN61224,2024-10-20,0.501,Minor collision with small damage,38659
11025,C,Collision,Medium,Truck,Rural,0.732,0.6,0.601,0.266,0.493,Priya,PN41852,2024-10-21,0.971,Moderate collision causing body and light damage,48415
11026,B,Collision,Medium,SUV,Urban,0.439,0.824,0.611,0.65,0.592,Suresh,PN20932,2024-10-22,0.13,Moderate collision causing body and light damage,51866
11027,C,Collision,Medium,SUV,Urban,0.661,0.67,0.666,0.498,0.598,Anjali,PN98545,2024-10-23,0.896,Moderate collision causing body and light damage,60007
11028,C,Collision,Medium,SUV,Urban,0.55,0.335,0.471,0.725,0.589,Neha,PN74202,2024-10-24,0.691,Moderate collision causing body and light damage,51663
11029,A,Collision,Medium,Truck,Urban,0.864,1.0,0.902,0.321,0.662,Kunal,PN43583,2024-10-25,0.259,Moderate collision causing body and light damage,59153
11030,C,Collision,Medium,SUV,Urban,0.425,0.599,0.59,0.461,0.505,Kunal,PN57278,2024-10-26,0.902,Moderate collision causing body and light damage,50257
11031,A,Theft,Medium,SUV,Urban,0.726,0.513,0.564,0.743,0.668,Ramesh,PN39865,2024-10-27,0.429,Moderate theft causing body and light damage,42319
11032,B,Collision,Medium,Truck,Urban,0.544,0.791,0.581,0.736,0.636,Suresh,PN22289,2024-10-28,0.814,Moderate collision causing body and light damage,52638
11033,A,Fire,Medium,SUV,Rural,0.568,0.612,0.646,0.036,0.387,Neha,PN80270,2024-10-29,0.389,Moderate fire causing body and light damage,42414
11034,A,Fire,Medium,Sedan,Rural,0.563,0.65,0.493,0.21,0.394,Amit,PN95549,2024-10-30,0.851,Moderate fire causing body and light damage,42274
11035,A,Theft,Medium,SUV,Urban,0.431,1.0,0.705,0.077,0.399,Kunal,PN45521,2024-10-31,0.637,Moderate theft causing body and light damage,34071
11036,B,Collision,Medium,Sedan,Rural,0.597,0.481,0.695,0.435,0.572,Rahul,PN16505,2024-11-01,0.141,Moderate collision causing body and light damage,44765
11037,A,Fire,Medium,Sedan,Urban,0.587,0.471,0.528,0.568,0.556,Rahul,PN54327,2024-11-02,0.65,Moderate fire causing body and light damage,52723
11038,B,Collision,Medium,SUV,Urban,0.648,0.579,0.558,0.291,0.469,Kunal,PN75519,2024-11-03,0.191,Moderate collision causing body and light damage,43936
11039,A,Collision,Medium,Truck,Rural,0.617,0.818,0.715,0.601,0.649,Amit,PN80221,2024-11-04,0.412,Moderate collision causing body and light damage,44930
11040,A,Collision,Medium,Truck,Rural,0.76,0.173,0.464,0.317,0.464,Priya,PN28409,2024-11-05,0.17,Moderate collision causing body and light damage,32050
11041,B,Theft,Medium,Sedan,Rural,0.785,0.059,0.43,0.206,0.411,Rahul,PN29517,2024-11-06,0.022,Moderate theft causing body and light damage,26361
11042,C,Collision,Medium,SUV,Urban,0.39,0.403,0.43,0.368,0.397,Neha,PN54533,2024-11-07,0.212,Moderate collision causing body and light damage,39043
11043,A,Collision,Medium,Sedan,Rural,0.774,0.142,0.406,0.113,0.362,Kunal,PN40475,2024-11-08,0.536,Moderate collision causing body and light damage,28404
11044,B,Fire,Medium,Truck,Urban,0.363,0.444,0.488,0.621,0.516,Kunal,PN25327,2024-11-09,0.482,Moderate fire causing body and light damage,50008
11045,C,Fire,High,Truck,Rural,0.718,0.676,0.709,0.771,0.736,Kunal,PN65344,2024-11-10,0.501,Severe fire with major damage and possible injuries,73937
11046,B,Collision,Medium,SUV,Rural,0.724,0.327,0.562,0.614,0.615,Amit,PN13671,2024-11-11,0.248,Moderate collision causing body and light damage,42589
11047,A,Collision,Low,Truck,Urban,0.218,0.193,0.174,0.561,0.338,Priya,PN80477,2024-11-12,0.685,Minor collision with small damage,25369
11048,A,Theft,Medium,SUV,Urban,0.619,0.567,0.657,0.566,0.613,Suresh,PN88002,2024-11-13,0.704,Moderate theft causing body and light damage,37859
11049,C,Collision,Medium,SUV,Rural,0.506,0.766,0.623,0.329,0.482,Kunal,PN60756,2024-11-14,0.358,Moderate collision causing body and light damage,49369
11050,A,Collision,Medium,Sedan,Urban,0.448,0.126,0.301,0.558,0.433,Suresh,PN93822,2024-11-15,0.881,Moderate collision causing body and light damage,29869
11051,C,Collision,Medium,SUV,Urban,0.87,0.755,0.766,0.266,0.587,Neha,PN54959,2024-11-16,0.644,Moderate collision causing body and light damage,65266
11052,B,Fire,Medium,SUV,Rural,0.469,0.754,0.562,0.335,0.453,Neha,PN80124,2024-11-17,0.713,Moderate fire causing body and light damage,50351
11053,C,Theft,Medium,SUV,Urban,0.439,0.789,0.648,0.535,0.561,Anjali,PN38080,2024-11-18,0.277,Moderate theft causing body and light damage,48463
11054,C,Theft,Medium,Sedan,Rural,0.615,0.855,0.713,0.342,0.545,Neha,PN34544,2024-11-19,0.001,Moderate theft causing body and light damage,47323
11055,C,Fire,Medium,Truck,Urban,0.737,1.0,0.826,0.396,0.636,Rahul,PN86347,2024-11-20,0.865,Moderate fire causing body and light damage,85484
